id,name__en,name__de,name,wikipedia__en,image,gender,given_name,name__es,name__fr,birth_date,name__nl,name__it,name__ru,name__pt,name__ar,wikipedia__ar,wikipedia__de,wikipedia__fr,wikipedia__nl,wikipedia__pt,wikipedia__ru,identifier__freebase,identifier__IIAF,website,death_date,name__cy,original_wikiname,name__sw,name__ht,name__pl,name__nb,name__en_gb,wikipedia__enwikiquote,wikipedia__es,wikipedia__ht,wikipedia__no,wikipedia__pl,wikipedia__sw,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__MGP,name__zh_hans,name__zh_hant,name__zh_hk,name__sv,name__zh,wikipedia__commons,wikipedia__sv,wikipedia__zh,name__da,name__nn,name__vec,name__so,name__he,name__be,name__ko,name__oc,name__yo,name__hu,name__gl,name__et,name__id,name__ja,name__br,name__vi,name__rw,name__el,name__am,name__bcl,name__tr,name__th,name__ro,name__ca,name__fi,name__uk,name__sl,name__cs,name__bg,name__io,name__mr,name__ka,name__nds,name__pt_br,name__fa,name__sco,wikipedia__am,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__mr,wikipedia__nds,wikipedia__oc,wikipedia__plwikiquote,wikipedia__ro,wikipedia__rw,wikipedia__sco,wikipedia__simple,wikipedia__sl,wikipedia__so,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vec,wikipedia__vi,wikipedia__yo,identifier__GND,identifier__NNDB,identifier__Munzinger,identifier__FAST,name__en_ca,name__vmf,last_seen,wikipedia__ml,name__ml,occupation,identifier__snac,wikipedia__cawikiquote,wikipedia__pa,name__pa,identifier__Britannica,wikipedia__ig,name__ig,name__bn,name__de_ch,name__eo,name__la,name__lb,name__ms,name__sr,name__hi,name__ur,name__mk,name__ie,name__sh,name__xmf,wikipedia__bn,wikipedia__eo,wikipedia__hi,wikipedia__ie,wikipedia__la,wikipedia__lb,wikipedia__ms,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sr,wikipedia__ur,wikipedia__xmf,identifier__IMDB,identifier__quora,name__eu,identifier__ISNI,twitter,electoral_district,identifier__GTAA,identifier__ne_se,identifier__BIBSYS,identifier__NTA,name__bo,name__qu,name__bs,name__ta,name__ia,name__pnb,name__is,name__be_tarask,name__hr,name__kk,name__nan,name__lv,name__sc,name__sk,name__ku,name__jv,name__te,name__ga,name__ne,name__my,name__mai,name__ast,name__ace,wikipedia__ast,wikipedia__be_x_old,wikipedia__bo,wikipedia__bs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__dewikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fawikiquote,wikipedia__ga,wikipedia__hr,wikipedia__ia,wikipedia__is,wikipedia__jv,wikipedia__kk,wikipedia__ku,wikipedia__lv,wikipedia__mai,wikipedia__my,wikipedia__ne,wikipedia__nn,wikipedia__pnb,wikipedia__qu,wikipedia__sc,wikipedia__sk,wikipedia__svwikiquote,wikipedia__ta,wikipedia__tawikiquote,wikipedia__te,wikipedia__zh_min_nan,identifier__NDL,identifier__BNF,identifier__NLI,identifier__BNE,identifier__OLID,identifier__nobel_prize,identifier__GNC,identifier__SELIBR,name__hy,identifier__wikitree,identifier__politifact,facebook,name__de_at,wikipedia__itwikiquote,identifier__NUKAT,identifier__TED,identifier__ioc_athlete,honorific_prefix,identifier__google_knowledge,pseudonym,identifier__bigenc_ru,name__ba,wikipedia__ba,wikipedia__din,wikipedia__an,wikipedia__sd,family_name,wikipedia__hy,name__sd,name__an,name__din,name__fy,name__sq,wikipedia__fy,wikipedia__sq,wikipedia__tl,name__tl,identifier__NKC
Q6249843,John Munyes,John Munyes,John Munyes,John Munyes,,male,John,,John Munyes,,John Munyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Munyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6250396,John Ngata Kariuki,John Ngata Kariuki,John Ngata Kariuki,John Ngata Kariuki,,male,John,,John Ngata Kariuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Ngata Kariuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6251185,John Olago Aluoch,John Olago Aluoch,John Olago Aluoch,John Olago Aluoch,,male,John,,John Olago Aluoch,1955-05-20,John Olago Aluoch,,,,,,,,,,,,,,,,John Olago Aluoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Olago Aluoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q6252609,John Pesa Dache,John Pesa Dache,John Pesa Dache,John Pesa Dache,,male,John,,John Pesa Dache,,John Pesa Dache,,,,,,,,,,,,,,,,John Pesa Dache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Pesa Dache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6283465,Joseph Gitari,Joseph Gitari,Joseph Gitari,Joseph Gitari,,male,Joseph,Joseph Gitari,Joseph Gitari,1970-08-07,Joseph Gitari,,,,,,,,,,,,,,,,,,,,Joseph Gitari,,,,,,,,,,,,,,,Joseph Gitari,,,,,Joseph Gitari,Joseph Gitari,,,,,,,,Joseph Gitari,,,,,,,,,,,,,,,,,Joseph Gitari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6285854,Joseph Nyagah,Joseph Nyagah,Joseph Nyagah,Joseph Nyagah,,male,Joseph,,Joseph Nyagah,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジョセフ・ニャガー,,,,,,,,,,,,,Joseph Nyagah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6285933,Joseph Ole Nkaissery,Joseph Ole Nkaissery,Joseph Ole Nkaissery,Joseph Ole Nkaissery,,male,Joseph,,Joseph Ole Nkaissery,1949-11-28,Joseph Ole Nkaissery,,,,,,,Joseph Ole Nkaissery,,,,,,,2017-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Ole Nkaissery,,Joseph Ole Nkaissery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6285990,Joseph Oyugi Magwanga,Joseph Oyugi Magwanga,Joseph Oyugi Magwanga,Joseph Oyugi Magwanga,,male,Joseph,,Joseph Oyugi Magwanga,,Joseph Oyugi Magwanga,,,,,,,,,,,,,,,,Joseph Oyugi Magwanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Oyugi Magwanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6287763,Joseph Wamukoya,Joseph Wamukoya,Joseph Wamukoya,Joseph Wamukoya,,male,Joseph,,Joseph Wamukoya,1942-08-22,Joseph Wamukoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Wamukoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6288275,Josephat Karanja,Josephat Karanja,Josephat Karanja,Josephat Karanja,,male,,Josephat Karanja,Josephat Karanja,1931-02-05,,,,,,,,,,,,,,,1994-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josephat Karanja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6288277,Josephat Koli Nanok,Josephat Koli Nanok,Josephat Koli Nanok,Josephat Koli Nanok,,male,,,Josephat Koli Nanok,,Josephat Koli Nanok,,,,,,,,,,,,,,,,Josephat Koli Nanok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josephat Koli Nanok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6289987,Joshua Kutuny,Joshua Kutuny,Joshua Kutuny,Joshua Kutuny,,male,Joshua,,Joshua Kutuny,1978,Joshua Kutuny,,,,,,,,,,,,,,,,Joshua Kutuny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua Kutuny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6297432,Joyce Cherono Laboso,Joyce Cherono Laboso,Joyce Cherono Laboso,Joyce Laboso,,female,Joyce,,Joyce Cherono Laboso,1960-11-25,Joyce Laboso,,,,,,,Joyce Laboso,,,,,,,,,Joyce Laboso,Joyce Cherono Laboso,,,,,,,,,,Joyce Cherono Laboso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joyce Cherono Laboso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6309902,Julius Kipyegon Kones,Julius Kipyegon Kones,Julius Kipyegon Kones,Julius Kipyegon Kones,,male,Julius,,Julius Kipyegon Kones,1972,Julius Kipyegon Kones,,,,,,,,,,,,,,,,,,,,,,,,,,,,279912103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julius Kipyegon Kones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 8705 3203,,,,,,326908013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6309933,Julius Lekakeny Sunkuli,Julius Lekakeny Sunkuli,Julius Lekakeny Sunkuli,Julius Lekakeny Sunkuli,,male,Julius,,Julius Lekakeny Sunkuli,,Julius Lekakeny Sunkuli,,,,,,,,,,,,,,,,Julius Lekakeny Sunkuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julius Lekakeny Sunkuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6309975,Julius Murgor,Julius Murgor,Julius Murgor,Julius Murgor,,male,Julius,,Julius Murgor,,Julius Murgor,,,,,,,,,,,,,,,,Julius Murgor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julius Murgor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6343844,Kabando wa Kabando,Kabando wa Kabando,Kabando wa Kabando,Kabando wa Kabando,,male,,,Kabando wa Kabando,,Kabando wa Kabando,,,,,,,,,,,,,,,,Kabando wa Kabando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabando wa Kabando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6377793,Katoo Ole Metito,Katoo Ole Metito,Katoo Ole Metito,Katoo Ole Metito,,male,,,Katoo Ole Metito,1973-03-12,Katoo Ole Metito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katoo Ole Metito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6405280,Kiema Kilonzo,Kiema Kilonzo,Kiema Kilonzo,Kiema Kilonzo,,male,,,Kiema Kilonzo,1966-04-13,Kiema Kilonzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiema Kilonzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6406813,Kilemi Mwiria,Kilemi Mwiria,Kilemi Mwiria,Kilemi Mwiria,,male,,,Kilemi Mwiria,,Kilemi Mwiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilemi Mwiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6414629,Kipkalya Kones,Kipkalya Kones,Kipkalya Kones,Kipkalya Kones,,male,,,Kipkalya Kones,1952-02-22,,,,,,,,,,,,,,,2008-06-10,,,Kipkalya Kones,,,,,,,,,,Kipkalya Kones,,,,,,,,,,,,,,,,,,,,,,,,,,キプカリャ・コネス,,,,,,,,,,,,,Kipkalya Kones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6414697,Kiprono Langat,Kiprono Langat,Kiprono Langat,Kiprono Langat,,male,,,Kiprono Langat,,Kiprono Langat,,,,,,,,,,,,,,,,Kiprono Langat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiprono Langat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6414699,Kipruto Rono Arap Kirwa,Kipruto Rono Arap Kirwa,Kipruto Rono Arap Kirwa,Kipruto Rono Arap Kirwa,,male,,,Kipruto Rono Arap Kirwa,,Kipruto Rono Arap Kirwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kipruto Rono Arap Kirwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6414781,Kiraitu Murungi,Kiraitu Murungi,Kiraitu Murungi,Kiraitu Murungi,,male,,Kiraitu Murungi,Kiraitu Murungi,1952-01-01,Kiraitu Murungi,,,,,,,,,,,,,,,,,Kiraitu Murungi,,,,,,,,,,Kiraitu Murungi,31253107,n95910432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiraitu Murungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3546 0681,,,,,,236591754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6418829,Kivutha Kibwana,Kivutha Kibwana,Kivutha Kibwana,Kivutha Kibwana,,male,,,Kivutha Kibwana,1954-06-13,Kivutha Kibwana,,,,,,,,,,,,,,,,,,,,,,,,,,,,10150468183904171530,,,,,,,,,,,,,,,,,,,,,,,,,キヴサ・キブワナ,,,,,,,,,,,,,Kivutha Kibwana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6418830,Kivuti Maxwell,Kivuti Maxwell,Kivuti Maxwell,Kivuti Maxwell,,male,,,Kivuti Maxwell,,Kivuti Maxwell,,,,,,,,,,,,,,,,Kivuti Maxwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kivuti Maxwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxwell,,,,,,,,,,,
Q645228,Jaramogi Oginga Odinga,Oginga Odinga,Jaramogi Oginga Odinga,Jaramogi Oginga Odinga,https://upload.wikimedia.org/wikipedia/commons/9/9a/Jaramogi_Oginga_Odinga_(cropped).jpg,male,,Jaramogi Oginga Odinga,Oginga Odinga,1911-10,Jaramogi Oginga Odinga,Jaramogi Oginga Odinga,"Одинга, Огинга",,,,Oginga Odinga,Oginga Odinga,,,"Одинга, Огинга",/m/029p5d,,,1994-01-20,,,Jaramogi Oginga Odinga,,Oginga Odinga,Jaramogi Oginga Odinga,,,,,Oginga Odinga,Oginga Odinga,Jaramogi Oginga Odinga,114534792,n50068909,081814372,,,,,Oginga Odinga,,,Oginga Odinga,,Jaramogi Oginga Odinga,Jaramogi Oginga Odinga,,,,,,,,Jaramogi Oginga Odinga,,,,ジャラモギ・オギンガ・オディンガ,,,,,,,Oginga Odinga,,,,,,Jaramogi Oginga Odinga,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaramogi Oginga Odinga,ジャラモギ・オギンガ・オディンガ,,,,,,Oginga Odinga,,,,,,,,,,,,,124137490,,,1898821,,,,,,politician,w6tf41pn,,,,biography/Oginga-Odinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8411 6721,,,,oginga-odinga,90877966,070858144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126288915,,,,,,,,,,,,Jaramogi Oginga Odinga,n2016010744,,,,,,,,,,,,,,,,,,,,,,,
Q6514327,Lee Kinyanjui,Lee Kinyanjui,Lee Kinyanjui,Lee Kinyanjui,,male,,,Lee Kinyanjui,1973,Lee Kinyanjui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Kinyanjui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6536911,Lewis Nguyai Nganga,Lewis Nguyai Nganga,Lewis Nguyai Nganga,Lewis Nguyai Nganga,,male,Lewis,,Lewis Nguyai Nganga,,Lewis Nguyai Nganga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lewis Nguyai Nganga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6550225,Linah Kilimo,Linah Kilimo,Linah Kilimo,Linah Kilimo,,female,,Linah Kilimo,Linah Kilimo,1963-10-22,Linah Kilimo,,,,,,,,,,,,,,,,,Linah Kilimo,,,,,,,,,,Linah Kilimo,,,,,,,,,,,,,,,,,,,,,,Linah Kilimo,,,,,,,,,,,,,,,,,Linah Kilimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6681363,Lorna Laboso,Lorna Laboso,Lorna Laboso,Lorna Laboso,,female,Lorna,,Lorna Laboso,1961-11-25,,,,,,,,,,,,,,,2008-06-10,,,Lorna Laboso,,,,,,,,,,Lorna Laboso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorna Laboso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6696106,Lucas Chepkitony,Lucas Chepkitony,Lucas Chepkitony,Lucas Chepkitony,,male,Lucas,,Lucas Chepkitony,,Lucas Chepkitony,,,,,,,,,,,,,,,,Lucas Chepkitony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Chepkitony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
