id,name__es,name__it,name__en,name__fr,name,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,wikipedia__en,identifier__IMDB,wikipedia__eswikiquote,identifier__VIAF,twitter,wikipedia__fr,name__hr,wikipedia__hr,death_date,name__ca,name__eo,name__ro,name__fy,name__pt,name__cs,name__el,name__ru,name__hy,wikipedia__ca,wikipedia__de,wikipedia__fy,wikipedia__it,wikipedia__pt,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NLA,identifier__freebase,website,identifier__BNE,identifier__NTA,identifier__NLP,identifier__PORT,identifier__kinopoisk,identifier__filmportal_de,wikipedia__commons,family_name,wikipedia__nl,name__gl,name__cy,name__pl,name__ko,name__tr,name__si,name__ja,name__ne,name__az,name__ml,name__ta,name__uk,name__id,wikipedia__az,wikipedia__cs,wikipedia__eo,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__ko,wikipedia__ml,wikipedia__ne,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,wikipedia__si,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__simple,wikipedia__itwikiquote,name__zh,identifier__OLID,wikipedia__no,identifier__FAST,name__lmo,identifier__BVMC,identifier__ULAN,name__nds,wikipedia__hy,identifier__GTAA,identifier__AlloCine,identifier__allmovie,identifier__elonet,name__sco,wikipedia__sco,wikipedia__enwikiquote,identifier__google_knowledge,identifier__Britannica,occupation,facebook,identifier__snac,wikipedia__vi,name__vi,name__ar,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,second_surname,name__he,instagram,identifier__youtube,wikipedia__mai,name__mai,identifier__BNC
Q6070697,Pedro Álvarez-Salamanca Büchi,,Pedro Álvarez-Salamanca Büchi,Pedro Álvarez-Salamanca Büchi,Pedro Álvarez-Salamanca Büchi,Pedro Álvarez-Salamanca,https://upload.wikimedia.org/wikipedia/commons/e/ee/Pedro_Pablo_Álvarez_Salamanca_Büchi.jpg,male,1948-04-10,Pedro,Pedro Álvarez-Salamanca,Pedro Álvarez-Salamanca Büchi,Pedro Álvarez-Salamanca Büchi,,,,,,,,,,,,,,2008-09-03,Pedro Álvarez-Salamanca Büchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Álvarez-Salamanca Büchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6099449,Ramón Barros Montero,,Ramón Barros Montero,Ramón Barros Montero,Ramón Barros Montero,Ramón Barros Montero,https://upload.wikimedia.org/wikipedia/commons/f/fe/José_Ramón_Barros_Montero.jpg,male,1958-03-05,Ramón,Ramón Barros Montero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6099611,Ramón Farías,,Ramón Farías,Ramón Farías,Ramón Farías,Ramón Farías,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ramón_Farías_Ponce.jpg,male,1955-08-23,Ramón,Ramón Farías,Ramón Farías,Ramón Farías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6101476,Raúl Súnico,,Raúl Súnico,Raúl Súnico,Raúl Súnico,Raúl Súnico,https://upload.wikimedia.org/wikipedia/commons/7/7f/Raúl_Súnico_Galdames.jpg,male,1964-07-28,Raúl,Raúl Súnico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6105633,Renán Fuentealba Vildósola,,Renán Fuentealba Vildósola,Renán Fuentealba Vildósola,Renán Fuentealba Vildósola,Renán Fuentealba Vildósola,https://upload.wikimedia.org/wikipedia/commons/1/16/Renanfuentelaba.jpg,male,1947-11-29,Renán,Renán Fuentealba Vildósola,Renán Fuentealba Vildósola,Renán Fuentealba Vildósola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6105647,René Aedo,,René Aedo,René Aedo,René Aedo,René Aedo,https://upload.wikimedia.org/wikipedia/commons/7/7a/René_Aedo_Ormeño.jpg,male,1960-02-04,René,René Aedo,René Aedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6105649,René Alinco,,René Alinco,René Alinco,René Alinco,René Alinco,https://upload.wikimedia.org/wikipedia/commons/6/65/René_Alinco_Bustos.jpg,male,1958-06-02,René,René Alinco,René Alinco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6105765,René Saffirio,,René Saffirio,René Saffirio,René Saffirio,René Saffirio,https://upload.wikimedia.org/wikipedia/commons/b/bc/René_Fernando_Saffirio_Espinoza.jpg,male,1955-10-09,René,René Saffirio,René Saffirio,René Saffirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6108443,Ricardo Rincón,,Ricardo Rincón,Ricardo Rincón,Ricardo Rincón,Ricardo Rincón,https://upload.wikimedia.org/wikipedia/commons/8/8f/Ricardo_Enrique_Rincón_González.jpg,male,1967-03-22,Ricardo,Ricardo Rincón,Ricardo Rincón,Ricardo Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6109839,Roberto León,,Roberto León,Roberto León,Roberto León,Roberto León,https://upload.wikimedia.org/wikipedia/commons/4/43/Roberto_León_Ramírez.jpg,male,1950,Roberto,Roberto León,Roberto León,Roberto León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6109888,Roberto Muñoz Barra,,Roberto Muñoz Barra,Roberto Muñoz Barra,Roberto Muñoz Barra,Roberto Muñoz Barra,https://upload.wikimedia.org/wikipedia/commons/f/f9/Roberto_Muñoz_Barra.jpg,male,1936-01-28,Roberto,Roberto Muñoz Barra,Roberto Muñoz Barra,Roberto Muñoz Barra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6109936,Roberto Poblete,Roberto Poblete,Roberto Poblete,Roberto Poblete,Roberto Poblete,Roberto Poblete,https://upload.wikimedia.org/wikipedia/commons/5/56/Roberto_Fortunato_Poblete_Zapata.jpg,male,1955-01-08,Roberto,Roberto Poblete,Roberto Poblete,Roberto Poblete,,,,,,,nm0687825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110011,Roberto Sepúlveda,,Roberto Sepúlveda,Roberto Sepúlveda,Roberto Sepúlveda,Roberto Sepúlveda,,male,1955-08-17,Roberto,Roberto Sepúlveda,Roberto Sepúlveda,,,,,,,,,,,,Roberto Sepúlveda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110589,Rodolfo Seguel,Rodolfo Seguel,Rodolfo Seguel,Rodolfo Seguel,Rodolfo Seguel,Rodolfo Seguel,https://upload.wikimedia.org/wikipedia/commons/3/3f/Rodolfo_Seguel_Molina.jpg,male,1953-09-20,Rodolfo,Rodolfo Seguel,Rodolfo Seguel,,,,,,,,,,160088809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152479,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110876,Rodrigo Álvarez Zenteno,,Rodrigo Álvarez Zenteno,Rodrigo Álvarez Zenteno,Rodrigo Álvarez Zenteno,Rodrigo Álvarez Zenteno,https://upload.wikimedia.org/wikipedia/commons/3/38/Rodrigo_Álvarez_Zenteno.jpg,male,1966-07-30,Rodrigo,Rodrigo Álvarez Zenteno,Rodrigo Álvarez Zenteno,Rodrigo Álvarez Zenteno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112174,Rosa González Román,,Rosa González Román,Rosa González Román,Rosa González Román,Rosa González Román,,female,1942-07-23,Rosa,Rosa González Román,Rosa González Román,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6117807,Salvador Urrutia,Salvador Urrutia,Salvador Urrutia,Salvador Urrutia,Salvador Urrutia,Salvador Urrutia,https://upload.wikimedia.org/wikipedia/commons/a/a5/Salvador_Urrutia_(22564301611).jpg,male,1942-07-07,Salvador,Salvador Urrutia,Salvador Urrutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6118208,Samuel Venegas,Samuel Venegas,Samuel Venegas,Samuel Venegas,Samuel Venegas,Samuel Venegas,,male,1938-04-01,Samuel,Samuel Venegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6125356,Sergio Bobadilla,Sergio Bobadilla,Sergio Bobadilla,Sergio Bobadilla,Sergio Bobadilla,Sergio Bobadilla,https://upload.wikimedia.org/wikipedia/commons/f/fc/Sergio_Bobadilla_Muñoz.jpg,male,1958,Sergio,Sergio Bobadilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6125395,Sergio Correa,Sergio Correa,Sergio Correa,Sergio Correa,Sergio Correa,Sergio Correa,,male,1938-05-12,Sergio,Sergio Correa,Sergio Correa,Sergio Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6125422,Sergio Espejo,,Sergio Espejo,Sergio Espejo,Sergio Espejo,Sergio Espejo,https://upload.wikimedia.org/wikipedia/commons/2/2a/Sergio_Espejo_Yaksic.jpg,male,1967-03-15,Sergio,Sergio Espejo,Sergio Espejo,,,,,,,,,Sergio Espejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6125442,Sergio Gahona,Sergio Gahona,Sergio Gahona,Sergio Gahona,Sergio Gahona,Sergio Gahona,https://upload.wikimedia.org/wikipedia/commons/7/7d/Sergio_Alfredo_Gahona_Salazar.jpg,male,1965-09-15,Sergio,Sergio Gahona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6125560,Sergio Ojeda,,Sergio Ojeda,Sergio Ojeda,Sergio Ojeda,Sergio Ojeda,https://upload.wikimedia.org/wikipedia/commons/f/f1/Sergio_Ojeda_Uribe.jpg,male,1943-03-12,Sergio,Sergio Ojeda,Sergio Ojeda,Sergio Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6148524,Tomás Jocelyn-Holt,,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,"https://upload.wikimedia.org/wikipedia/commons/2/28/Tomás_Jocelyn-Holt_en_marcha_por_descentralización_en_Calama,_Chile.jpg",male,1963-01-16,Tomás,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Tomás Jocelyn-Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯瑪斯·喬斯林-霍特,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153670,Tucapel Jiménez Fuentes,,Tucapel Jiménez Fuentes,Tucapel Jiménez Fuentes,Tucapel Jiménez Fuentes,Tucapel Jiménez Fuentes,https://upload.wikimedia.org/wikipedia/commons/a/a7/Tucapel_Jiménez_Fuentes.jpg,male,1962-09-01,,Tucapel Jiménez Fuentes,Tucapel Jiménez Fuentes,Tucapel Jiménez Fuentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6165391,Víctor Barrueto,,Víctor Barrueto,Víctor Barrueto,Víctor Barrueto,Víctor Barrueto,https://upload.wikimedia.org/wikipedia/commons/2/2b/Víctor_Jeame_Barrueto.jpg,male,1953-07-01,Víctor,Víctor Barrueto,Víctor Barrueto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6165635,Víctor Manuel Rebolledo,,Víctor Manuel Rebolledo,Víctor Manuel Rebolledo,Víctor Manuel Rebolledo,Víctor Manuel Rebolledo,https://upload.wikimedia.org/wikipedia/commons/f/f3/Víctor_Manuel_Rebolledo_González.jpg,male,1949-06-06,Víctor,Víctor Manuel Rebolledo,Víctor Manuel Rebolledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6165698,Víctor Pérez Varela,,Víctor Pérez Varela,Víctor Pérez Varela,Víctor Pérez Varela,Víctor Pérez Varela,https://upload.wikimedia.org/wikipedia/commons/c/c5/Víctor_Pérez_Varela_oficial.jpg,male,1954-10-18,Víctor,Víctor Pérez Varela,Víctor Pérez Varela,Víctor Pérez Varela,Víctor Pérez Varela,,,,,,,,,,,,,,Víctor Pérez Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Pérez Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6169264,Ximena Valcarce,,Ximena Valcarce,Ximena Valcarce,Ximena Valcarce,Ximena Valcarce,https://upload.wikimedia.org/wikipedia/commons/8/8a/Ximena_Valcarce_Becerra.jpg,female,1973-03-25,Ximena,Ximena Valcarce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6170994,Zarko Luksic,,Zarko Luksic,Zarko Luksic,Zarko Luksic,Zarko Luksic,https://upload.wikimedia.org/wikipedia/commons/9/9e/Zarko_Luksic_Sandoval.jpg,male,1956-05-06,,Zarko Luksic,Zarko Luksic,Zarko Luksic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6173143,Ángel Fantuzzi,,Ángel Fantuzzi,Ángel Fantuzzi,Ángel Fantuzzi,Ángel Fantuzzi,https://upload.wikimedia.org/wikipedia/commons/2/20/Ángel_Fantuzzi_Hernández.jpg,male,1940-06-12,Ángel,Ángel Fantuzzi,Ángel Fantuzzi,,,,,,,,,,,,,,,2002-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6278486,Jorge Pizarro,,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,https://upload.wikimedia.org/wikipedia/commons/9/98/Jorge_Pizarro_Soto.jpg,male,1952-04-21,Jorge,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,Jorge Pizarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jorge Pizarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6426685,Eduardo Saffirio,Eduardo Saffirio,Eduardo Saffirio,Eduardo Saffirio,Eduardo Saffirio,Eduardo Saffirio,,male,1958-08-12,Eduardo,Eduardo Saffirio,Eduardo Saffirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6454275,José García Ruminot,,José García Ruminot,José García Ruminot,José García Ruminot,José García Ruminot,https://upload.wikimedia.org/wikipedia/commons/3/39/José_García_Ruminot.jpg,male,1955-05-22,José,José García Ruminot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خوسيه غارسيا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6499373,Laura Rodríguez,,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,https://upload.wikimedia.org/wikipedia/commons/2/2d/Laura_Fiora_Rodríguez_Riccomini.jpg,female,1957-04-01,Laura,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,Laura Rodríguez,,,1701078,,,,,1992-07-18,,,,,,,,,,,,,,,,,,n94057804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340904,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7030399,Nicolás Monckeberg,,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,https://upload.wikimedia.org/wikipedia/commons/8/84/Nicolás_Monckeberg_Díaz.jpg,male,1973-07-31,Nicolás,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7121672,Pablo Longueira,,Pablo Longueira,Pablo Longueira,Pablo Longueira,Pablo Longueira,https://upload.wikimedia.org/wikipedia/commons/f/fc/Pablo_Longueira_Montes.jpg,male,1958-08-12,Pablo,Pablo Longueira,Pablo Longueira,Pablo Longueira,Pablo Longueira,Pablo Longueira,Pablo Longueira,Pablo Longueira,Pablo Longueira,Pablo Longueira,,,,Pablo_Longueira,,,,,,,,,,,,,,,,,,,,,,,,,,/m/02q9vw0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Longueira,,帕波·隆圭拉,,,,,,,,,,,,,,,,,,politician,pablolongueira.cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8846905,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,https://upload.wikimedia.org/wikipedia/commons/b/b0/Evelyn_Matthei_Fornet.jpg,female,1953-11-11,Evelyn,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,Evelyn Matthei,,,86258796,,Evelyn Matthei,,,,,Evelyn Matthei,,,Evelyn Matthei,Evelyn Mattheiová,,,,,Evelyn Matthei,,Evelyn Matthei,Evelyn Matthei,,0000 0000 7891 3126,141226684,n2009024099,,158076699,,/m/04mzlrb,http://evelynmatthei.cl/,,,,,,,Category:Evelyn Matthei,,,,,Evelyn Matthei,,,,,,,,,,,,Evelyn Mattheiová,Evelyn Matthei,,,,,,,Evelyn Matthei,,,,,,,,,伊芙琳·馬賽,,,,,,,,,,,,,,,,,biography/Evelyn-Matthei,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9028603,Marcelo Schilling,Marcelo Schilling,Marcelo Schilling,Marcelo Schilling,Marcelo Schilling,Marcelo Schilling,https://upload.wikimedia.org/wikipedia/commons/9/99/Marcelo_Schilling_Rodríguez.jpg,male,1949-05-18,Marcelo,Marcelo Schilling,Marcelo Schilling,Marcelo Schilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
